USC00146637        5626S
USC00146808        5257S
USC00147042        5429Q
USC00147049        5828R
USC00147050        5734R
USC00147093        5862S
USC00147271        5662R
USC00147305        4361S
USC00147397        5673C
USC00147534        4767R
USC00147542        5591S
USC00147551        5234R
USC00147796        5063S
USC00147922        4599R
USC00148038        5068S
USC00148061        5151Q
USC00148191        4712R
USC00148235        5624S
USC00148240        5676R
USC00148250        5584S
USC00148259        5524S
USC00148287        5336S
USC00148495        5315S
USC00148535        5356Q
USC00148563        5414R
USC00148578        5623S
USC00148648        5324R
USC00148670        4598S
USC00148914        4984R
USC00148946        5194S
USC00148964        4804S
USC00148988        5606R
USC00149080        4917S
USC00150254        5223S
USC00150381        4607S
USC00150397        4338R
USC00150402        4062R
USC00150422        3899S
USC00150450        4437S
USC00150483        4667Q
USC00150490        4436R
USC00150619        3912R
USC00150630        4172R
USC00150858        4722Q
USC00150860        4839Q
USC00150940        4610S
USC00150955        4715R
USC00151080        4561Q
USC00151227        4371Q
USC00151318        4559Q
USC00151345        4447R
USC00151517        5074Q
USC00151810        4813Q
USC00151890        4213R
USC00151895        4765Q
USC00151900        4923R
USC00151998        4940R
USC00152040        4658R
USC00152214        4739R
USC00152409        4925R
USC00152442        3685Q
USC00152512        4709R
USC00152575        4138Q
USC00152775        5122R
USC00152791        4475S
USC00153028        4883R
USC00153223        3610R
USC00153230        4931Q
USC00153246        3746R
USC00153295        4009R
USC00153382        5156R
USC00153389        5074R
USC00153391        5212R
USC00153430        4387S
USC00153604        4108R
USC00153741        4610R
USC00153744        4656Q
USC00153762        4285R
USC00153929        4253S
USC00153994        4198R
USC00154138        4982Q
USC00154208        4668R
USC00154375        4060Q
USC00154703        4888S
USC00154958        4502Q
USC00154967        3784R
USC00155067        3949R
USC00155097        3764R
USC00155111        4703R
USC00155165        4193Q
USC00155233        3788R
USC00155243        4933R
USC00155280        4473Q
USC00155389        4409R
USC00155524        4444S
USC00155640        5169R
USC00155648        4639S
USC00155694        3773R
USC00155834        4284S
USC00156012        5417Q
USC00156028        4500Q
USC00156091        3874R
USC00156117        3894R
USC00156136        4635R
USC00156224        4337Q
USC00156580        3897S
USC00156595        4241R
USC00156882        4203R
USC00156988        4692S
USC00157049        4236R
USC00157215        4179S
USC00157324        5183R
USC00157510        4436R
USC00157592        4379Q
USC00157652        4813Q
USC00157677        4751S
USC00157800        4354R
USC00158432        5262Q
USC00158446        4977R
USC00158551        5203R
USC00158553        4956Q
USC00158555        4220Q
USC00158709        4599R
USC00158714        4533R
USC00158824        4468Q
USC00160098        1953S
USC00160103        2185R
USC00160205        1893S
USC00160349        2404S
USC00160537        2718S
USC00160718        2480Q
USC00160800        2431R
USC00160945        1876R
USC00161232        1898S
USC00161246        1811R
USC00161287        1882S
USC00161292        1127R
USC00161411        2691S
USC00161565        1503S
USC00161899        2070S
USC00161941        2200Q
USC00161979        2420R
USC00162151        1750R
USC00162212        1686S
USC00162361        1892R
USC00162367        1846S
USC00162534        1592C
USC00162800        1909R
USC00162981        1598R
USC00163079        2491R
USC00163313        1457R
USC00163327        1799R
USC00163433        1306S
USC00163800        1569S
USC00163979        1372R
USC00164030        1802S
USC00164288        2077Q
USC00164355        2819R
USC00164407        1293R
USC00164674        1503S
USC00164696        2333R
USC00164700        1623C
USC00164739        2031R
USC00165021        1653R
USC00165065        1376R
USC00165090        2538C
USC00165146        1993Q
USC00165266        2121R
USC00165296        1509R
USC00165527        2402R
USC00165620        1688S
USC00165624        1238R
USC00165630        1958S
USC00165874        2372R
USC00165892        2214R
USC00165926        1437R
USC00166244        2596S
USC00166314        2504S
USC00166364        2414Q
USC00166394        1368S
USC00166434        1676Q
USC00166582        2036S
USC00166584        1992Q
USC00166657        1380R
USC00166686        1683S
USC00166938        1751R
USC00166978        2290R
USC00167344        2633R
USC00167691        2279R
USC00167738        2348S
USC00167767        1447S
USC00167924        2427Q
USC00167932        1544S
USC00168046        2057S
USC00168067        2697R
USC00168108        1393R
USC00168163        2146S
USC00168181        1650Q
USC00168444        2446Q
USC00168448        2275Q
USC00168539        1637S
USC00168543        1687R
USC00168923        2337S
USC00168941        1261R
USC00169013        1405R
USC00169074        1977Q
USC00169803        2300R
USC00169804        2272Q
USC00169806        2261S
USC00170100        6920S
USC00170200       10253R
USC00170398        8579R
USC00170480        7776S
USC00170655        8946Q
USC00170814        9503S
USC00170833        9087S
USC00170844        8133S
USC00171472       10177R
USC00171628        8403S
USC00171833        8751R
USC00171975        8734R
USC00172048        7996R
USC00172238        8230S
USC00172426        7677R
USC00172620        7451R
USC00172623        7777Q
USC00172700        9714R
USC00172765        8391C
USC00172878       10131S
USC00173046        7687S
USC00173261        7948R
USC00173295        7191R
USC00173353        8951Q
USC00173417        8693Q
USC00173570        8616R
USC00173862        7947R
USC00173944        8736R
USC00174086        9524S
USC00174183        8001R
USC00174193        7552R
USC00174566        7692R
USC00174683        8339Q
USC00174781        9609S
USC00174927        8224S
USC00175261        9255R
USC00175304        8671S
USC00175347        8206Q
USC00175675        7257S
USC00176430        7305R
USC00176594        9132R
USC00176721        9768R
USC00176856        7655Q
USC00176875        9193Q
USC00176881        7135R
USC00176937        8877S
USC00177037        9604S
USC00177039        9725R
USC00177174        9371R
USC00177238        8045R
USC00177325        8054S
USC00177479        6766S
USC00177654        8727R
USC00178353        8450R
USC00178792        8434Q
USC00178817        7786Q
USC00178965       10106S
USC00178974        8434R
USC00179151        7735S
USC00179294        8178R
USC00179314        7672S
USC00179547        7508Q
USC00179593        7581S
USC00179891        8046S
USC00180193        3845R
USC00180335        3990R
USC00180700        4727S
USC00180732        4290R
USC00181385        3836R
USC00181530        5326S
USC00181750        4678S
USC00181862        4906R
USC00181995        4325R
USC00182060        4798R
USC00182282        4853S
USC00182308        4917Q
USC00182325        4398S
USC00182335        4830R
USC00182336        5085R
USC00182906        5396S
USC00183348        4407R
USC00183353        5027Q
USC00183415        6511S
USC00183675        4876R
USC00184030        5340R
USC00185080        4024R
USC00185111        4476R
USC00185832        6577R
USC00185865        4640S
USC00185934        5346R
USC00185985        4502R
USC00186350        4178S
USC00186620        6673S
USC00186770        4316R
USC00186800        4270Q
USC00187330        4264R
USC00187705        4602R
USC00187806        4026S
USC00188000        3825S
USC00188065        6159S
USC00188207        5303R
USC00188371        5438Q
USC00188380        4023C
USC00188405        3823Q
USC00188557        4329Q
USC00189030        5115R
USC00189070        4655R
USC00189140        3938S
USC00189440        5021R
USC00189570        5173Q
USC00189750        4681R
USC00190120        6773S
USC00190190        7096Q
USC00190192        7513Q
USC00190213        7831Q
USC00190408        7533R
USC00190535        6392R
USC00190562        6719Q
USC00190593        6671R
USC00190666        7538R
USC00190759        7478R
USC00190840        6254Q
USC00190860        6305S
USC00190998        6873R
USC00191386        5838S
USC00191774        7492R
USC00191821        7379Q
USC00192107        6702S
USC00192451        5999R
USC00192501        5367S
USC00193213        6787R
USC00193229        6959Q
USC00193276        6647R
USC00193505        6719S
USC00193624        5857S
USC00193821        5831R
USC00193890        6013R
USC00193985        7301R
USC00194075        7640R
USC00194105        6085S
USC00194131        7367R
USC00194313        6632R
USC00194502        6040R
USC00194580        6413S
USC00194711        6101Q
USC00194744        5816S
USC00195175        6489Q
USC00195246        5606R
USC00195984        6304R
USC00196245        6544R
USC00196486        5998S
USC00196783        6315S
USC00196938        5863S
USC00197230        8026Q
USC00197627        6753R
USC00198367        5915R
USC00198573        7221R
USC00198757        6015S
USC00199193        6629Q
USC00199316        6277R
USC00199371        7680Q
USC00199972        7641R
USC00200032        6759S
USC00200089        9185R
USC00200106        6517Q
USC00200128        7072R
USC00200146        7136C
USC00200166        8209R
USC00200197        9399Q
USC00200220        6588Q
USC00200228        6684Q
USC00200230        6335S
USC00200342        8470Q
USC00200343        8304R
USC00200361        7325Q
USC00200417        7385S
USC00200446        7382R
USC00200718        9511S
USC00200758        7236Q
USC00200770        8493R
USC00200779        7768S
USC00200842        6658Q
USC00200864        6933R
USC00200925        7335C
USC00201052        7140Q
USC00201150        6958Q
USC00201238        7214Q
USC00201250        6514Q
USC00201299        7275R
USC00201343        7214Q
USC00201361        7434R
USC00201435        9851Q
USC00201439        9816R
USC00201468        7067R
USC00201476        7056S
USC00201486        8886R
USC00201492        8179R
USC00201502        6758Q
USC00201675        6711S
USC00201780        8816R
USC00201802        8421R
USC00201818        7028Q
USC00201896        7984S
USC00202015        6215S
USC00202016        6283Q
USC00202094        8404S
USC00202250        6827S
USC00202308        6332Q
USC00202328        6942Q
USC00202381        7377C
USC00202395        6589R
USC00202423        7528S
USC00202427        6348Q
USC00202445        5975S
USC00202503        8095Q
USC00202631        6825S
USC00202691        6802Q
USC00202737        7963R
USC00202788        7513Q
USC00202804        7518R
USC00202851        7057Q
USC00202955        7180Q
USC00202984        7257S
USC00203025        7165Q
USC00203096        8342S
USC00203099        8458R
USC00203188        8275Q
USC00203278        6947Q
USC00203290        6464R
USC00203295        7056Q
USC00203391        8539S
USC00203429        7142R
USC00203477        6694S
USC00203504        6177R
USC00203529        7991S
USC00203585        7629S
USC00203628        7852R
USC00203632        7367R
USC00203661        6996S
USC00203712        6885Q
USC00203744        9600R
USC00203769        7367R
USC00203823        6937R
USC00203858        6300R
USC00203913        7231Q
USC00203930        8053R
USC00203932        8245R
USC00203947        6812Q
USC00204078        7069S
USC00204090        8622S
USC00204104        9337S
USC00204130        8852Q
USC00204257        8417R
USC00204258        8390Q
USC00204399        7420Q
USC00204502        8173S
USC00204655        7127S
USC00204659        6825Q
USC00204793        7021Q
USC00204808        7213Q
USC00204954        7047R
USC00204967        8238R
USC00205050        6738Q
USC00205065        6915S
USC00205073        8595S
USC00205097        7163R
USC00205168        7341Q
USC00205434        6905S
USC00205450        6493R
USC00205451        6531Q
USC00205452        7003R
USC00205531        7811R
USC00205533        8011Q
USC00205558        6408R
USC00205563        6276Q
USC00205567        6969S
USC00205591        8729Q
USC00205603        6528Q
USC00205662        7330R
USC00205690        8619R
USC00205810        9177Q
USC00205816        9057R
USC00205822        6362Q
USC00206007        7626Q
USC00206012        7186R
USC00206158        7399R
USC00206184        7648S
USC00206220        8302S
USC00206300        6954S
USC00206442        8602Q
USC00206507        7882S
USC00206510        7997Q
USC00206583        8567Q
USC00206587        7552Q
USC00206658        6937R
USC00206662        7397Q
USC00206663        7471R
USC00206680        6616R
USC00206982        7097Q
USC00207094        7848S
USC00207190        8550R
USC00207222        6939Q
USC00207225        6995Q
USC00207253        7068R
USC00207274        7972S
USC00207277        7812R
USC00207280        6877S
USC00207308        6699Q
USC00207312        6633Q
USC00207320        6617Q
USC00207350        7240R
USC00207364        9036R
USC00207515        8067R
USC00207684        7980Q
USC00207690        6003S
USC00207812        9864S
USC00207820        7663S
USC00207867        8618R
USC00208043        9440R
USC00208080        6599Q
USC00208184        6477S
USC00208202        6644Q
USC00208249        7432Q
USC00208293        8610R
USC00208345        9466Q
USC00208417        8711S
USC00208443        7307Q
USC00208680        9648R
USC00208706        9528Q
USC00208774        7521Q
USC00208800        8008S
USC00208920        8756S
USC00208941        7058R
USC00208972        6944Q
USC00209188        7299Q
USC00210018        9265R
USC00210050        9371R
USC00210059        9128R
USC00210075        7934S
USC00210157        7491R
USC00210190        8309Q
USC00210252        9729C
USC00210287        8346S
USC00210355        8104S
USC00210387       10442R
USC00210515        9671R
USC00210564        9464Q
USC00210643        9878R
USC00210667        8423S
USC00210746        9236R
USC00210809        9820R
USC00210939        9197S
USC00210973        8603Q
USC00210989       10363R
USC00211063        8518R
USC00211065        8210Q
USC00211074        9440R
USC00211107        8343R
USC00211174        8222R
USC00211198        7914S
USC00211227        8357R
USC00211245        9067R
USC00211250       10008Q
USC00211263        8000S
USC00211374        9664S
USC00211390        7991R
USC00211448        7912R
USC00211465        7376R
USC00211468        8106Q
USC00211630        9134S
USC00211691        7928S
USC00211771        9906Q
USC00211776        9353R
USC00211840       10154R
USC00211891        9497S
USC00212015        8575Q
USC00212023        8022Q
USC00212050        8872R
USC00212088        8194R
USC00212142        8867R
USC00212246        9491R
USC00212500        8022Q
USC00212543        9963R
USC00212555       10113Q
USC00212576       11221R
USC00212645        9776R
USC00212698        7663S
USC00212721        8136S
USC00212737        7631S
USC00212768        8875R
USC00212842        9931R
USC00212881        8042S
USC00212916        9757R
USC00213076        8175S
USC00213104        8824S
USC00213174        8278S
USC00213282        9196S
USC00213290        8377S
USC00213296        9974R
USC00213303        9238C
USC00213311        8224Q
USC00213411        8986S
USC00213417       10554R
USC00213455       10458R
USC00213567        7861R
USC00213793        9074R
USC00213962        8165S
USC00214103        9324R
USC00214106        9910S
USC00214176        8186R
USC00214191       10223Q
USC00214306       10155R
USC00214373        8380Q
USC00214453        8216R
USC00214534        8112S
USC00214546        8114S
USC00214652        9246S
USC00214778        8581S
USC00214793        8181S
USC00214809       10187R
USC00214861        9158S
USC00214884        7383R
USC00214918       10446R
USC00214937        7566R
USC00214994        8164S
USC00215012        9019R
USC00215073        7813R
USC00215175        9971R
USC00215204        8008S
USC00215325        8831R
USC00215392        8883S
USC00215400        7819S
USC00215563        8364R
USC00215586        8739R
USC00215598        8930S
USC00215615        8804R
USC00215638        8748S
USC00215838        7755R
USC00215842        8103S
USC00215887        7747S
USC00215902        9164Q
USC00215989        9816Q
USC00216148        9739R
USC00216152        8328S
USC00216211       10550Q
USC00216228        8745Q
USC00216276        9033R
USC00216287        7980S
USC00216547        9144S
USC00216565        8252S
USC00216612        9427Q
USC00216654        7823S
USC00216787        9643S
USC00216795        9569R
USC00216822        7769R
USC00216839        7919Q
USC00216920        8741Q
USC00217087       10142R
USC00217107        8061S
USC00217149        8986R
USC00217184        7837R
USC00217326        7940S
USC00217377        7662R
USC00217379        7697Q
USC00217405        7792S
USC00217460        9182Q
USC00217502        8079S
USC00217907        8096S
USC00217935        7877Q
USC00218025        8026R
USC00218037        7088R
USC00218039        8064Q
USC00218191        9544R
USC00218227        7994R
USC00218247        9508R
USC00218254        9584R
USC00218307        9950Q
USC00218311       10368S
USC00218323        8004S
USC00218419        8754S
USC00218421        9586R
USC00218429        7910R
USC00218450        7362R
USC00218477        7360R
USC00218579        9383S
USC00218618        9138R
USC00218621        9047Q
USC00218679       10027S
USC00218692        7978S
USC00218700       10085R
USC00218808        7766R
USC00218907        8726S
USC00218947        8615Q
USC00218986        8738R
USC00219004        8279S
USC00219033        7472S
USC00219046        7783S
USC00219067        6888R
USC00219072        7595R
USC00219101        9686R
USC00219134        9581R
USC00219170        8064S
USC00219173        9128S
USC00219249        8286S
USC00220021        2937S
USC00220488        3251R
USC00220521        1999R
USC00220585        2085R
USC00220660        2586S
USC00220792        1497R
USC00220955        3542R
USC00221094        2329S
USC00221111        2709Q
USC00221314        3003S
USC00221389        2659R
USC00221489        2718R
USC00221606        3071R
USC00221707        3111S
USC00221738        2937R
USC00221743        2941R
USC00221852        2294S
USC00221865        2050R
USC00221880        2642R
USC00221962        3572S
USC00222094        2105R
USC00222282        2771Q
USC00222385        2613R
USC00222896        3071R
USC00223107        2536S
USC00223208        3273S
USC00223605        2753R
USC00223645        3138S
USC00223671        1563R
USC00223887        2023S
USC00223920        1963S
USC00223975        2975R
USC00224001        3505S
USC00224173        3640S
USC00224265        3374R
USC00224377        3438R
USC00224455        3760S
USC00224702        2817R
USC00224776        3008R
USC00224869        3024Q
USC00224939        2257S
USC00225062        2991R
USC00225070        2222R
USC00225247        2889R
USC00225361        2753R
USC00225704        2128R
USC00225789        2062R
USC00225897        2711R
USC00225987        2154R
USC00226009        2712S
USC00226177        2126S
USC00226308        2734S
USC00226476        2405R
USC00226527        3438R
USC00226638        2302Q
USC00226718        1860R
USC00226811        2220R
USC00226894        2449S
USC00226921        1837R
USC00226926        2655R
USC00227111        3259S
USC00227128        1941R
USC00227132        2545S
USC00227252        2460R
USC00227276        2726Q
USC00227444        2406R
USC00227467        3699R
USC00227560        2576S
USC00227815        3141Q
USC00227831        2470Q
USC00227840        1426S
USC00227921        3278Q
USC00228374        2913S
USC00228445        2792S
USC00228998        3037S
USC00229004        3136Q
USC00229048        2014R
USC00229079        3190S
USC00229173        3065R
USC00229216        2360R
USC00229230        2372Q
USC00229400        3255S
USC00229426        1777S
USC00229439        2299R
USC00229639        2002R
USC00229743        3175S
USC00229793        1910R
USC00229860        2606R
USC00230051        5812Q
USC00230127        4514R
USC00230143        5742S
USC00230163        4226Q
USC00230164        4255S
USC00230204        4939S
USC00230224        4861R
USC00230304        4501Q
USC00230360        4552Q
USC00230368        4724Q
USC00230608        6075R
USC00230657        4596R
USC00230789        4680S
USC00230817        5038R
USC00230856        5515R
USC00230980        5653S
USC00231037        5437S
USC00231087        5010R
USC00231101        5284R
USC00231145        4940S
USC00231189        5019S
USC00231212        4156R
USC00231275        5674R
USC00231340        5327S
USC00231356        4265R
USC00231364        3794R
USC00231383        4738R
USC00231540        4159R
USC00231580        5347R
USC00231600        5384Q
USC00231640        5290R
USC00231674        4421R
USC00231711        4995S
USC00231748        5039Q
USC00231801        4745R
USC00231822        5890R
USC00232240        4397R
USC00232289        4364R
USC00232302        4556R
USC00232503        4780R
USC00232511        4665R
USC00232568        5342R
USC00232591        4814S
USC00232619        4500Q
USC00232809        4791R
USC00232850        4902R
USC00232981        4836Q
USC00233038        4853R
USC00233043        5122R
USC00233079        5202S
USC00233094        4612R
USC00233102        5678R
USC00233162        4589Q
USC00233369        6234R
USC00233416        6114Q
USC00233451        4729R
USC00233483        4823R
USC00233568        6091R
USC00233601        5587S
USC00233838        5405R
USC00234019        4757R
USC00234154        5126R
USC00234226        4503R
USC00234271        4905S
USC00234382        5441Q
USC00234417        3911R
USC00234544        6099S
USC00234694        4613S
USC00234705        4479S
USC00234825        4763S
USC00234850        5086S
USC00234904        5102S
USC00234919        4890S
USC00234982        5855Q
USC00235027        4757S
USC00235050        5607R
USC00235207        4009R
USC00235227        4862R
USC00235253        4309S
USC00235307        4845C
USC00235340        6033S
USC00235492        6134R
USC00235541        5228R
USC00235671        5243S
USC00235704        4506S
USC00235708        5172Q
USC00235834        4892S
USC00235862        4628S
USC00235950        4087Q
USC00235976        4542R
USC00235987        4455S
USC00236012        5318S
USC00236045        4000R
USC00236302        5386R
USC00236357        5731R
USC00236402        4568R
USC00236460        4416S
USC00236641        4845R
USC00236745        5156R
USC00236777        4697R
USC00236791        4111S
USC00236804        3897S
USC00236826        4958R
USC00236866        5641R
USC00237116        5411Q
USC00237263        4815S
USC00237300        5383R
USC00237309        4895Q
USC00237397        4993S
USC00237398        4807S
USC00237452        4471R
USC00237475        4983R
USC00237506        4256S
USC00237514        5334S
USC00237578        5200S
USC00237632        5309S
USC00237645        4711R
USC00237656        4098Q
USC00237720        5758R
USC00237772        3888R
USC00237862        5444R
USC00237963        6059R
USC00238043        5202R
USC00238051        5152S
USC00238082        4756R
USC00238184        4781R
USC00238223        5179S
USC00238444        5774R
USC00238466        4885R
USC00238515        4475S
USC00238523        6093R
USC00238571        4458R
USC00238577        5467R
USC00238583        4671Q
USC00238603        5155S
USC00238620        4349R
USC00238664        4364Q
USC00238700        4080R
USC00238712        5121R
USC00238725        5162R
USC00238754        4650R
USC00238777        5055S
USC00238805        4978R
USC00238880        4585R
USC00238995        4419R
USC00239032        5045R
USC00239178        4563Q
USC00240075        7223Q
USC00240088        7825R
USC00240110        8357S
USC00240199        8136S
USC00240364        7552R
USC00240375        9043S
USC00240392        9044R
USC00240412        8418Q
USC00240432        7374R
USC00240466        7405R
USC00240554        8961Q
USC00240743        7036S
USC00240755        6932S
USC00240770        7638R
USC00240775        9938R
USC00240780        6995S
USC00240801        6857R
USC00240802        6339S
USC00240819        6930R
USC00240877        8567R
USC00240923        8592R
USC00241008        8295C
USC00241044        7701S
USC00241047        7815S
USC00241050        9668R
USC00241084        7210S
USC00241088        8754S
USC00241102        7388R
USC00241127        7215S
USC00241169        7999S
USC00241262        7421Q
USC00241297        7738S
USC00241470        7390R
USC00241500        7306R
USC00241518        8215S
USC00241525        7460S
USC00241552        7027C
USC00241557        8174S
USC00241692        8682S
USC00241722        8362S
USC00241730        8016Q
USC00241737        7915S
USC00241758        7951S
USC00241875        7824C
USC00241905        7371S
USC00241938        7208S
USC00241974        8186R
USC00241984        7957S
USC00241995       10994S
USC00242104        8038S
USC00242122        8394R
USC00242221        7087R
USC00242275        8751R
USC00242301        8996R
USC00242347        8326S
USC00242409        7799S
USC00242421        8860R
USC00242550        8505Q
USC00242629        9197R
USC00242689        7926S
USC00242738        8652Q
USC00242793        8124S
USC00242827        7209S
USC00242857        7697S
USC00243013        7068S
USC00243089        8623R
USC00243098        7236S
USC00243110        7807S
USC00243113        7605S
USC00243139        7974R
USC00243176        7441S
USC00243378        7248R
USC00243437       10232Q
USC00243445        7101R
USC00243489        8590S
USC00243530        8123S
USC00243557        8124R
USC00243570        8538R
USC00243581        7479S
USC00243617        8174S
USC00243727        7451S
USC00243749        6980Q
USC00243753        7519R
USC00243885        7301R
USC00243915        6689S
USC00243929        7694S
USC00243934        9059Q
USC00243939        8114R
USC00243984        8514R
USC00244007        8060R
USC00244038       10282S
USC00244084        7443S
USC00244180        7924R
USC00244193        7493Q
USC00244241        6705S
USC00244297        7180R
USC00244328        7837S
USC00244345        7276S
USC00244358        7184S
USC00244364        7763S
USC00244368        7836R
USC00244386        7660S
USC00244447       10291R
USC00244506        7371S
USC00244512        8301S
USC00244522        8239R
USC00244530        8009R
USC00244545        8480S
USC00244558        8040S
USC00244560        7728Q
USC00244820       10732R
USC00244839        7999R
USC00244896        8121Q
USC00244954        9484S
USC00245000        7457R
USC00245011        7161R
USC00245015        6910S
USC00245020        8934S
USC00245030        9461S
USC00245040        8626R
USC00245043        8552S
USC00245080        7481S
USC00245123        8197Q
USC00245153        7624C
USC00245285        8905R
USC00245334        7771R
USC00245338        8348S
USC00245340        7994S
USC00245387        7923S
USC00245572        9099S
USC00245596        6843S
USC00245603        8718R
USC00245668        8297S
USC00245712        8812R
USC00245735        7349S
USC00245740        7460Q
USC00245754        7985S
USC00245761        7961C
USC00245870        7088S
USC00245872        7039R
USC00245961        8157S
USC00245983        8045R
USC00246007        8146Q
USC00246008        8034R
USC00246157        5970S
USC00246190        7062S
USC00246218        9191S
USC00246236        9518S
USC00246238        9998S
USC00246304        9437S
USC00246370        7511Q
USC00246472        8327R
USC00246580        9516Q
USC00246586        8852R
USC00246601        8128S
USC00246615        9340R
USC00246618        9144Q
USC00246635        7173S
USC00246640        6927S
USC00246647        7504R
USC00246655        8277R
USC00246672        8711R
USC00246685        9198S
USC00246691        7537S
USC00246862        7159R
USC00246893        9009S
USC00246902        7569C
USC00246918        8297R
USC00246927        9307R
USC00247034        8088S
USC00247136        8014S
USC00247159        8062R
USC00247204        7224Q
USC00247214        6607S
USC00247220        7433Q
USC00247228        7648R
USC00247234        7403R
USC00247247        8116Q
USC00247248        8125Q
USC00247250        8266R
USC00247261        7058Q
USC00247263        7994S
USC00247265        8593R
USC00247286        6799S
USC00247292        8663R
USC00247318        7174R
USC00247342        7964Q
USC00247382        7746S
USC00247425        9203R
USC00247448        8456S
USC00247500        8023R
USC00247540        7377R
USC00247560        7675S
USC00247620        8633R
USC00247740        8393S
USC00247864        7598S
USC00247894        6878S
USC00247964        8442S
USC00247967        9158Q
USC00247978        9587Q
USC00247996        8193R
USC00248021        7492S
USC00248087        8269R
USC00248093        8457R
USC00248165        8074S
USC00248169        8544S
USC00248211        6282S
USC00248233        7653R
USC00248324        7509S
USC00248363        7328R
USC00248380        7213R
USC00248390        6806R
USC00248395        7271R
USC00248415        8547R
USC00248430        7923S
USC00248498        8053R
USC00248501        7764S
USC00248569        8235R
USC00248597        8100C
USC00248777        9704R
USC00248783        7466R
USC00248809        8165S
USC00248857       11153R
USC00248858       10219Q
USC00248902        8400R
USC00248930        8385R
USC00248957        8406S
USC00249023        8906S
USC00249033        7986S
USC00249067       10798S
USC00249082       10134R
USC00249103        8034R
USC00249175        7512R
USC00249187        8886Q
USC00249240        6495S
USC00249900        8316R
USC00250030        7316S
USC00250050        6445S
USC00250070        6908R
USC00250130        6941R
USC00250138        6992Q
USC00250245        6935C
USC00250355        6985R
USC00250365        6746S
USC00250375        6133S
USC00250420        7178S
USC00250435        5700C
USC00250445        6246S
USC00250525        7383R
USC00250622        6129R
USC00250640        6016C
USC00250760        5890S
USC00250865        6240S
USC00250930        6409R
USC00251130        7041R
USC00251145        6131R
USC00251149        6543Q
USC00251189        6931Q
USC00251200        6995S
USC00251213        6987R
USC00251345        7085R
USC00251361        7304Q
USC00251365        7221S
USC00251415        6262R
USC00251450        6267S
USC00251560        5735S
USC00251578        6775Q
USC00251590        6889R
USC00251602        6483Q
USC00251660        6841R
USC00251684        6241S
USC00251825        6398C
USC00251835        6685R
USC00251973        6554R
USC00251990        6942S
USC00252000        6500R
USC00252020        5843S
USC00252037        7010R
USC00252065        6088S
USC00252100        6452R
USC00252145        6781R
USC00252205        6760S
USC00252595        6972R
USC00252647        7365R
USC00252680        6229S
USC00252741        6516R
USC00252770        7020R
USC00252790        6493Q
USC00252805        6589S
USC00252820        5980S
USC00252840        6283S
USC00252980        6693Q
USC00253015        6843Q
USC00253037        6063R
USC00253050        6358S
USC00253065        6228Q
USC00253165        7585R
USC00253175        5724C
USC00253185        6369C
USC00253355        7293S
USC00253365        6241S
USC00253425        6917S
USC00253467        6382Q
USC00253515        6128R
USC00253595        6063R
USC00253605        6931S
USC00253615        7782S
USC00253617        7493Q
USC00253618        6937Q
USC00253630        7034S
USC00253652        7048Q
USC00253660        6264S
USC00253710        7198R
USC00253715        7082R
USC00253735        5997S
USC00253755        6822C
USC00253810        6493R
USC00253910        6269S
USC00254035        6938R
USC00254100        7059R
USC00254101        7124Q
USC00254110        6630S
USC00254335        6512R
USC00254432        6899R
USC00254440        7064S
USC00254455        6404S
USC00254755        6310Q
USC00254900        6618S
USC00254903        6810R
USC00254985        6575S
USC00255040        7141R
USC00255080        6912S
USC00255090        6498S
USC00255250        6728R
USC00255362        6465S
USC00255388        6118S
USC00255470        6790R
USC00255565        6217S
USC00255590        6681R
USC00255655        6419Q
USC00255700        6477R
USC00255702        6992R
USC00255810        6009S
USC00255868        7028R
USC00255925        7361S
USC00255960        6271R
USC00255997        7110R
USC00256018        7256R
USC00256040        6679S
USC00256075        6606S
USC00256135        7005C
USC00256167        6673S
USC00256200        6311S
USC00256290        7151C
USC00256375        6585S
USC00256385        6812S
USC00256395        7121S
USC00256439        6191R
USC00256454        6215R
USC00256570        5843S
USC00256765        6859Q
USC00256970        6841R
USC00257002        6088R
USC00257040        6829S
USC00257055        6378Q
USC00257070        6370S
USC00257110        6326S
USC00257318        6745R
USC00257401        5818Q
USC00257415        7335R
USC00257515        6057S
USC00257667        6538Q
USC00257715        6356S
USC00257830        6608R
USC00258088        6296Q
USC00258090        6960R
USC00258110        6654R
USC00258117        6850Q
USC00258133        6788R
USC00258320        6041C
USC00258328        6041R
USC00258360        7010R
USC00258395        6167S
USC00258410        6015Q
USC00258455        6734Q
USC00258465        6101S
USC00258480        6786S
USC00258628        5922S
USC00258650        6943R
USC00258751        6836R
USC00258755        6277R
USC00258795        6267R
USC00258875        6117R
USC00258905        6399R
USC00258915        6611S
USC00258920        6691S
USC00258935        6855S
USC00259020        6182Q
USC00259045        7029R
USC00259090        6134S
USC00259193        6510Q
USC00259200        6822S
USC00259510        5831S
USC00259513        6258Q
USC00260125        1691Q
USC00260150        2624S
USC00260438        7823R
USC00260507        6363R
USC00260718        3465R
USC00260795        6481R
USC00260800        7041S
USC00260955        5742S
USC00261071        2180R
USC00261327        2672R
USC00261358        4971R
USC00261371        1621R
USC00261415        7095R
USC00261485        5579S
USC00261590        5757Q
USC00261660        9200Q
USC00261684        6451Q
USC00261740        7214R
USC00261905        7204R
USC00262119        7977R
USC00262189        8042R
