"","station","htdd","hdd","qual","lat","long"
"2796","USC00282023","5217S",5217,"S",40.6669,-74.3231
"2797","USC00282768","5610R",5610,"R",40.8314,-74.2858
"2798","USC00282805","5057R",5057,"R",39.3831,-74.8289
"2799","USC00283029","5700S",5700,"S",40.5631,-74.8831
"2800","USC00283181","5126R",5126,"R",40.3142,-74.2511
"2801","USC00283291","5239R",5239,"R",39.7358,-75.0953
"2802","USC00283662","5035R",5035,"R",39.6442,-74.8072
"2803","USC00283935","6913R",6913,"R",41.3061,-74.6714
"2804","USC00283951","5270S",5270,"S",40.265,-74.5642
"2805","USC00284229","5095S",5095,"S",39.8144,-74.7883
"2806","USC00284635","5595R",5595,"R",40.3667,-74.9472
"2807","USC00284887","5549R",5549,"R",40.8858,-74.2261
"2808","USC00284987","5022R",5022,"R",40.2797,-74.0047
"2809","USC00285003","6418R",6418,"R",40.7875,-74.7789
"2810","USC00285728","4757R",4757,"R",39.9511,-74.9697
"2811","USC00286055","5272S",5272,"S",40.4719,-74.4364
"2812","USC00286177","6077R",6077,"R",41.0553,-74.7592
"2813","USC00286843","4817R",4817,"R",39.9708,-74.6828
"2814","USC00287079","5060R",5060,"R",40.6036,-74.4025
"2815","USC00287865","4894R",4894,"R",40.4633,-74.0056
"2816","USC00287936","4695R",4695,"R",39.4872,-75.22
"2817","USC00288194","5912R",5912,"R",40.6153,-74.6531
"2818","USC00288644","6454S",6454,"S",41.2214,-74.66
"2819","USC00288648","6334R",6334,"R",41.325,-74.6447
"2820","USC00288816","5243R",5243,"R",39.95,-74.2167
"2821","USC00288899","5128R",5128,"R",39.6025,-74.3386
"2822","USC00289187","5766R",5766,"R",41.0444,-74.2933
"2823","USC00289363","5630R",5630,"R",40.4528,-74.8081
"2824","USC00289910","4795R",4795,"R",39.5461,-75.1644
"2825","USC00290041","5636R",5636,"R",36.2403,-106.4278
"2826","USC00290199","2753R",2753,"R",32.9181,-105.955
"2827","USC00290225","4428R",4428,"R",35.1344,-106.4878
"2828","USC00290231","4387R",4387,"R",35.0217,-106.6939
"2829","USC00290245","5792R",5792,"R",36.0908,-106.0567
"2830","USC00290268","3607R",3607,"R",32.9308,-106.9328
"2831","USC00290377","4856S",4856,"S",35.8742,-103.1819
"2832","USC00290407","8953R",8953,"R",36.395,-105.2853
"2833","USC00290417","2958S",2958,"S",31.9378,-108.7686
"2834","USC00290426","3177R",3177,"R",31.3336,-108.5306
"2835","USC00290525","4167R",4167,"R",34.1128,-103.1667
"2836","USC00290600","3456S",3456,"S",32.7547,-104.3836
"2837","USC00290640","5786S",5786,"S",34.075,-107.6211
"2838","USC00290692","5405S",5405,"S",36.835,-108.0006
"2839","USC00290858","4145R",4145,"R",35.5297,-104.0936
"2840","USC00290915","4264R",4264,"R",34.4219,-106.8325
"2841","USC00290983","4332S",4332,"S",33.9114,-106.3494
"2842","USC00290992","3810R",3810,"R",33.4594,-104.4042
"2843","USC00291063","4974S",4974,"S",36.6669,-107.9603
"2844","USC00291138","3867R",3867,"R",33.8044,-106.8908
"2845","USC00291153","3034R",3034,"R",32.5158,-104.3828
"2846","USC00291180","7700R",7700,"R",36.7444,-106.4472
"2847","USC00291286","3167S",3167,"S",32.8967,-107.3092
"2848","USC00291332","4349R",4349,"R",34.9039,-103.4428
"2849","USC00291440","4962S",4962,"S",33.5311,-105.5947
"2850","USC00291450","6626R",6626,"R",36.7386,-103.9936
"2851","USC00291469","2925S",2925,"S",32.3478,-104.2225
"2852","USC00291480","2598S",2598,"S",32.1783,-104.4433
"2853","USC00291515","4432S",4432,"S",33.6308,-105.8964
"2854","USC00291630","7586S",7586,"S",36.7408,-105.5956
"2855","USC00291647","6017S",6017,"S",36.0286,-107.9106
"2856","USC00291664","8321S",8321,"S",36.9178,-106.5781
"2857","USC00291813","5911S",5911,"S",36.4661,-104.9456
"2858","USC00291840","3654R",3654,"R",33.9,-105
"2859","USC00291910","4352S",4352,"S",32.8331,-108.5036
"2860","USC00291918","5987R",5987,"R",34.9319,-105.5872
"2861","USC00291931","7339R",7339,"R",32.9544,-105.7353
"2862","USC00291939","3937S",3937,"S",34.4289,-103.1992
"2863","USC00291963","4419R",4419,"R",34.5989,-103.2161
"2864","USC00291982","5110S",5110,"S",35.6414,-106.3322
"2865","USC00292030","3626S",3626,"S",35.4072,-104.1906
"2866","USC00292095","5537R",5537,"R",34.1492,-105.6975
"2867","USC00292096","5830R",5830,"R",34.1,-105.6833
"2868","USC00292100","4872R",4872,"R",35.2489,-106.595
"2869","USC00292207","3792R",3792,"R",33.5133,-103.3403
"2870","USC00292241","7055R",7055,"R",36.0106,-106.9683
"2871","USC00292250","5340S",5340,"S",35.0883,-107.5178
"2872","USC00292436","3081R",3081,"R",32.2531,-107.7531
"2873","USC00292453","5679R",5679,"R",36.75,-103.8333
"2874","USC00292510","4360C",4360,"C",35.1842,-105.0569
"2875","USC00292608","7050S",7050,"S",36.9358,-107
"2876","USC00292700","8958S",8958,"S",36.5575,-105.2628
"2877","USC00292785","6830S",6830,"S",35.0381,-108.3492
"2878","USC00292820","5913R",5913,"R",36.3467,-106.1878
"2879","USC00292837","7322S",7322,"S",36.5928,-106.73
"2880","USC00292848","2895S",2895,"S",33.1461,-107.1844
"2881","USC00292854","3801R",3801,"R",33.9403,-103.6572
"2882","USC00292865","4902S",4902,"S",32.9161,-105.3381
"2883","USC00293031","5468R",5468,"R",35.9989,-106.0589
"2884","USC00293060","5907S",5907,"S",34.8242,-106.0344
"2885","USC00293142","5429R",5429,"R",36.6897,-108.3086
"2886","USC00293157","3491S",3491,"S",32.6317,-107.8636
"2887","USC00293180","5974R",5974,"R",34.6528,-108.6764
"2888","USC00293265","3277R",3277,"R",32.7939,-108.1514
"2889","USC00293294","3855S",3855,"S",34.4667,-104.2319
"2890","USC00293340","5790S",5790,"S",36.7381,-108.3483
"2891","USC00293368","3091R",3091,"R",32.2261,-108.0867
"2892","USC00293488","7465S",7465,"S",35.8917,-105.4481
"2893","USC00293530","4837R",4837,"R",33.1975,-108.2075
"2894","USC00293577","3904S",3904,"S",33.3217,-108.8794
"2895","USC00293649","4820S",4820,"S",34.2594,-106.0931
"2896","USC00293706","5690S",5690,"S",36.5939,-103.6192
"2897","USC00293775","3147R",3147,"R",31.9175,-108.3247
"2898","USC00293855","3136R",3136,"R",32.6775,-107.1958
"2899","USC00294009","3705S",3705,"S",32.9203,-107.5656
"2900","USC00294026","2818R",2818,"R",32.7264,-103.1314
"2901","USC00294030","2778R",2778,"R",32.7125,-103.3539
"2902","USC00294112","3185R",3185,"R",32.8111,-104.7336
"2903","USC00294346","2620S",2620,"S",32.1103,-103.1872
"2904","USC00294369","5193S",5193,"S",35.7783,-106.6872
"2905","USC00294426","3759R",3759,"R",32.6161,-106.7403
"2906","USC00294719","4767R",4767,"R",35.0464,-107.3736
"2907","USC00294742","7892R",7892,"R",36.9825,-104.3753
"2908","USC00294862","6315R",6315,"R",35.5678,-105.2131
"2909","USC00294960","7223R",7223,"R",36.3042,-107.0542
"2910","USC00295079","3260S",3260,"S",32.3094,-108.6531
"2911","USC00295084","6342S",6342,"S",35.8644,-106.3214
"2912","USC00295150","4491S",4491,"S",34.7675,-106.7611
"2913","USC00295273","6465R",6465,"R",33.8225,-108.9417
"2914","USC00295290","6424R",6424,"R",36.2303,-107.5472
"2915","USC00295370","2961R",2961,"R",32.8567,-103.7625
"2916","USC00295490","6034R",6034,"R",36.5697,-104.5867
"2917","USC00295516","4459R",4459,"R",35.6022,-103.3644
"2918","USC00295560","7549S",7549,"S",35.3364,-108.4447
"2919","USC00295617","3726C",3726,"C",34.4278,-103.625
"2920","USC00295754","4753R",4753,"R",32.9325,-108.0142
"2921","USC00295908","5929R",5929,"R",35.0128,-106.045
"2922","USC00295937","4942C",4942,"C",35.8022,-103.9439
"2923","USC00295960","4490S",4490,"S",32.9539,-105.8225
"2924","USC00295965","5111R",5111,"R",34.5208,-106.2606
"2925","USC00296061","5477R",5477,"R",36.8047,-107.6214
"2926","USC00296115","3995R",3995,"R",35.07,-104.2575
"2927","USC00296275","6814R",6814,"R",36.1839,-105.0608
"2928","USC00296281","2984R",2984,"R",32.1664,-103.425
"2929","USC00296435","2847R",2847,"R",32.3789,-106.0925
"2930","USC00296465","5935R",5935,"R",36.3339,-107.8408
"2931","USC00296619","5816C",5816,"C",36.2994,-103.7408
"2932","USC00296659","3200R",3200,"R",32.65,-103.3833
"2933","USC00296676","5665S",5665,"S",35.5489,-105.6886
"2934","USC00296687","5612S",5612,"S",34.6153,-105.4739
"2935","USC00296754","4099R",4099,"R",35.1392,-106.7108
"2936","USC00296804","3695S",3695,"S",33.3503,-105.14
"2937","USC00296812","6071R",6071,"R",34.4931,-107.8883
"2938","USC00297008","3665S",3665,"S",34.1742,-103.3519
"2939","USC00297180","6333R",6333,"R",34.3447,-108.4922
"2940","USC00297226","4438S",4438,"S",34.78,-103.7492
"2941","USC00297254","4390R",4390,"R",34.1508,-105.0044
"2942","USC00297279","5738S",5738,"S",36.9194,-104.4325
"2943","USC00297280","6328S",6328,"S",36.8864,-104.4428
"2944","USC00297323","8979S",8979,"S",36.71,-105.4164
"2945","USC00297340","3470R",3470,"R",32.7047,-108.7281
"2946","USC00297386","4974R",4974,"R",33.7158,-108.7769
"2947","USC00297638","5478R",5478,"R",35.9422,-104.2014
"2948","USC00297649","5449R",5449,"R",33.3678,-105.6611
"2949","USC00297867","3698S",3698,"S",35.1086,-103.3283
"2950","USC00298015","5522R",5522,"R",35.2106,-106.3656
"2951","USC00298085","5870R",5870,"R",35.6194,-105.9753
"2952","USC00298107","3884S",3884,"S",34.9358,-104.6805
"2953","USC00298284","4768R",4768,"R",36.795,-108.6917
"2954","USC00298387","4090S",4090,"S",34.0828,-106.8831
"2955","USC00298501","5563R",5563,"R",36.3628,-104.585
"2956","USC00298518","5981S",5981,"S",35.1767,-105.9439
"2957","USC00298524","6587R",6587,"R",35.9247,-107.4656
"2958","USC00298535","2816S",2816,"S",32.2822,-106.7597
"2959","USC00298596","3890S",3890,"S",34.6033,-104.3811
"2960","USC00298668","6474R",6474,"R",36.3906,-105.5864
"2961","USC00298713","3959S",3959,"S",33.2422,-103.3611
"2962","USC00298830","5447R",5447,"R",35.4167,-108.2333
"2963","USC00298834","7286R",7286,"R",35.3,-108.1472
"2964","USC00298845","8203S",8203,"S",36.7664,-106.5536
"2965","USC00299031","5838S",5838,"S",35.7992,-107.1814
"2966","USC00299085","8117R",8117,"R",36.6511,-105.9725
"2967","USC00299128","3083R",3083,"R",33.1406,-107.2314
"2968","USC00299156","3850C",3850,"C",35.2006,-103.6867
"2969","USC00299165","3008S",3008,"S",33.0719,-106.0417
"2970","USC00299330","5841R",5841,"R",35.8167,-104.9244
"2971","USC00299569","2732R",2732,"R",32.3778,-103.7986
"2972","USC00299660","2836R",2836,"R",32.535,-103.9356
"2973","USC00299686","3596S",3596,"S",32.7822,-106.1758
"2974","USC00299691","4617S",4617,"S",32.5564,-108.3667
"2975","USC00299806","5224S",5224,"S",33.3497,-107.6492
"2976","USC00299820","9021S",9021,"S",35.9478,-106.7469
"2977","USC00299851","4053S",4053,"S",34.4031,-104.6128
"2978","USC00300023","7068R",7068,"R",42.1014,-77.2344
"2979","USC00300055","6430C",6430,"C",43.2722,-78.1664
"2980","USC00300063","7249R",7249,"R",42.4697,-73.9267
"2981","USC00300085","7307R",7307,"R",42.2497,-77.7583
"2982","USC00300093","7534R",7534,"R",42.1003,-78.7497
"2983","USC00300183","7529R",7529,"R",42.3033,-78.0189
"2984","USC00300220","7159R",7159,"R",42.5333,-78.4167
"2985","USC00300321","6944R",6944,"R",42.9328,-76.5447
"2986","USC00300331","6620R",6620,"R",42.7339,-76.6592
"2987","USC00300343","6781S",6781,"S",42.9203,-77.7558
"2988","USC00300360","7306R",7306,"R",42.2833,-75.45
"2989","USC00300443","6501S",6501,"S",43.0303,-78.1692
"2990","USC00300448","7295S",7295,"S",42.3489,-77.3478
"2991","USC00300668","8369R",8369,"R",43.8,-74.8667
"2992","USC00300766","7569R",7569,"R",42.1225,-78.2064
"2993","USC00300785","8604S",8604,"S",43.4361,-75.3697
"2994","USC00300889","5474S",5474,"S",40.9461,-72.3069
"2995","USC00301095","6785S",6785,"S",42.3167,-74.0331
"2996","USC00301110","7803R",7803,"R",43.3306,-75.8417
"2997","USC00301152","6526S",6526,"S",42.8453,-77.2808
"2998","USC00301387","8130R",8130,"R",44.75,-74.2167
"2999","USC00301401","7598S",7598,"S",44.8786,-73.3953
"3000","USC00301436","7466S",7466,"S",42.8239,-74.7386
"3001","USC00301595","7409R",7409,"R",42.6667,-74.4333
"3002","USC00301623","7419R",7419,"R",42.6631,-78.6831
"3003","USC00301708","7549R",7549,"R",43.3203,-73.9256
"3004","USC00301752","7533S",7533,"S",42.7167,-74.9267
"3005","USC00301761","6830R",6830,"R",42.1131,-73.5522
"3006","USC00301787","7991R",7991,"R",42.1342,-77.0692
"3007","USC00301799","7080R",7080,"R",42.6,-76.1833
"3008","USC00301966","7976S",7976,"S",44.7192,-73.7206
"3009","USC00301974","6629S",6629,"S",42.5656,-77.7175
"3010","USC00302036","7764S",7764,"S",42.2558,-74.9128
"3011","USC00302060","6863S",6863,"S",42.0628,-75.4264
"3012","USC00302129","5310S",5310,"S",41.0072,-73.8344
"3013","USC00302366","8049R",8049,"R",42.2356,-74.1433
"3014","USC00302554","7914R",7914,"R",44.2139,-73.5986
"3015","USC00302610","6896S",6896,"S",42.0997,-76.8358
"3016","USC00302627","6838R",6838,"R",42.0858,-76.0878
"3017","USC00303025","7770S",7770,"S",42.3297,-78.4633
"3018","USC00303033","6054S",6054,"S",42.4497,-79.312
"3019","USC00303124","7335R",7335,"R",42.7,-77.4
"3020","USC00303184","6855S",6855,"S",42.8767,-77.0308
"3021","USC00303259","5923R",5923,"R",41.5167,-73.9333
"3022","USC00303284","7582S",7582,"S",43.3333,-73.7333
"3023","USC00303319","7564R",7564,"R",43.0492,-74.3592
"3024","USC00303346","8341S",8341,"S",44.3539,-75.5122
"3025","USC00303354","6580R",6580,"R",42.4833,-78.9333
"3026","USC00303360","7383R",7383,"R",42.7833,-73.4667
"3027","USC00303464","5441R",5441,"R",41.1019,-72.3731
"3028","USC00303773","6790S",6790,"S",42.7442,-77.6083
"3029","USC00303955","6792R",6792,"R",42.7917,-77.5136
"3030","USC00304025","6061S",6061,"S",42.25,-73.8
"3031","USC00304102","8983S",8983,"S",43.755,-74.2692
"3032","USC00304174","7094S",7094,"S",42.4492,-76.4492
"3033","USC00304207","7152R",7152,"R",42.11,-79.1592
"3034","USC00304555","8487S",8487,"S",44.2444,-73.9855
"3035","USC00304575","7113R",7113,"R",42.4486,-74.4653
"3036","USC00304647","7813S",7813,"S",44.7583,-74.6692
"3037","USC00304731","7517R",7517,"R",41.8017,-74.74
"3038","USC00304791","7641R",7641,"R",43.0603,-74.8686
"3039","USC00304808","7615S",7615,"S",42.2472,-78.8125
"3040","USC00304844","6226R",6226,"R",43.1392,-78.6814
"3041","USC00304849","6547R",6547,"R",43.2,-78.6333
"3042","USC00304912","8163S",8163,"S",43.7975,-75.4817
"3043","USC00304996","8585S",8585,"S",44.8419,-74.3081
"3044","USC00305113","7705S",7705,"S",42.4694,-75.0106
"3045","USC00305310","5794S",5794,"S",41.4603,-74.4489
"3046","USC00305334","6886R",6886,"R",41.8553,-73.67
"3047","USC00305377","4859R",4859,"R",40.7328,-73.6183
"3048","USC00305426","6148S",6148,"S",41.7681,-74.155
"3049","USC00305512","7883R",7883,"R",42.8417,-75.7264
"3050","USC00305597","6807R",6807,"R",42.7314,-77.9053
"3051","USC00305714","9024R",9024,"R",43.9708,-74.2219
"3052","USC00305796","4671R",4671,"R",40.5939,-73.9808
"3053","USC00305840","6819R",6819,"R",43.1014,-78.95
"3054","USC00306085","7313S",7313,"S",42.5117,-75.5197
"3055","USC00306138","5341R",5341,"R",40.6328,-73.6269
"3056","USC00306164","7867R",7867,"R",44.7281,-75.4442
"3057","USC00306184","8930S",8930,"S",43.7025,-74.9839
"3058","USC00306314","6671S",6671,"S",43.4622,-76.4933
"3059","USC00306441","5254R",5254,"R",40.7967,-73.0014
"3060","USC00306464","7034R",7034,"R",42.9294,-78.0319
"3061","USC00306538","7458S",7458,"S",44.5658,-73.57
"3062","USC00306649","7702R",7702,"R",42.1389,-74.0914
"3063","USC00306659","7683R",7683,"R",44.65,-73.4667
"3064","USC00306774","6489S",6489,"S",41.38,-74.6847
"3065","USC00306957","9444R",9444,"R",44.2961,-74.1028
"3066","USC00307035","6955R",6955,"R",41.8847,-73.8686
"3067","USC00307134","5032R",5032,"R",40.9619,-72.7158
"3068","USC00307400","7359R",7359,"R",42.1506,-78.7203
"3069","USC00307405","7031R",7031,"R",43.1667,-73.3167
"3070","USC00307484","6734S",6734,"S",43.0333,-73.8167
"3071","USC00307633","4967R",4967,"R",40.9586,-73.1047
"3072","USC00307705","7554R",7554,"R",42.6772,-75.5067
"3073","USC00307799","8373S",8373,"S",42.0167,-74.4167
"3074","USC00307842","6440S",6440,"S",43.2078,-77.0128
"3075","USC00308086","7481R",7481,"R",42.2167,-76.4667
"3076","USC00308088","7293R",7293,"R",42.25,-76.5
"3077","USC00308248","9095R",9095,"R",43.9,-75.0367
"3078","USC00308304","6114R",6114,"R",41.5333,-73.7333
"3079","USC00308322","5756R",5756,"R",41.1128,-74.1572
"3080","USC00308600","6463S",6463,"S",42.75,-73.6833
"3081","USC00308625","7765R",7765,"R",42.8333,-76.0333
"3082","USC00308627","7906R",7906,"R",42.7603,-76.0803
"3083","USC00308631","8953S",8953,"S",44.2308,-74.4383
"3084","USC00308746","6417R",6417,"R",42.4333,-73.6833
"3085","USC00308906","6519S",6519,"S",41.5514,-74.1628
"3086","USC00308910","7333R",7333,"R",42.7417,-78.5108
"3087","USC00308932","7581R",7581,"R",42.1847,-75.1456
"3088","USC00308936","7084R",7084,"R",42.1667,-75.1333
"3089","USC00308944","8075S",8075,"S",44.1481,-74.9003
"3090","USC00308946","5077R",5077,"R",40.655,-73.5053
"3091","USC00308962","7887S",7887,"S",42.6856,-78.2203
"3092","USC00309000","7389S",7389,"S",43.9761,-75.8753
"3093","USC00309047","6622R",6622,"R",42.0019,-76.525
"3094","USC00309055","7509R",7509,"R",44.3564,-75.9286
"3095","USC00309189","6010R",6010,"R",42.2956,-79.5856
"3096","USC00309270","8095R",8095,"R",41.0833,-73.9667
"3097","USC00309292","5695S",5695,"S",41.3906,-73.9608
"3098","USC00309389","6756S",6756,"S",43.5575,-73.4011
"3099","USC00309495","7432R",7432,"R",44.3842,-73.3819
"3100","USC00309670","5947S",5947,"S",41.2664,-73.7975
"3101","USC00310090","3424S",3424,"S",35.3992,-80.1994
"3102","USC00310184","4117R",4117,"R",35.2014,-83.8386
"3103","USC00310212","3441R",3441,"R",35.7425,-78.8369
"3104","USC00310241","3461S",3461,"S",36.2911,-77.9822
"3105","USC00310286","3438S",3438,"S",35.7044,-79.8378
"3106","USC00310375","2736R",2736,"R",35.3872,-76.7764
"3107","USC00310506","6004R",6004,"R",36.1617,-81.8742
"3108","USC00310576","2789R",2789,"R",35.1311,-76.8161
"3109","USC00310645","7173R",7173,"R",36.1878,-81.8736
"3110","USC00310674","3009S",3009,"S",35.5731,-76.5847
"3111","USC00310724","4643S",4643,"S",35.5044,-82.5967
"3112","USC00310843","4526R",4526,"R",35.6072,-82.3594
"3113","USC00310901","5988R",5988,"R",36.1472,-81.7025
"3114","USC00310982","5670S",5670,"S",36.2114,-81.6442
"3115","USC00311055","4451R",4451,"R",35.2283,-82.7358
"3116","USC00311239","3505S",3505,"S",36.0603,-79.4481
"3117","USC00311441","4437R",4437,"R",35.5167,-82.85
"3118","USC00311564","5166R",5166,"R",35.6375,-83.0956
"3119","USC00311606","2478R",2478,"R",34.9833,-76.3
"3120","USC00311624","4972S",4972,"S",35.8297,-82.1769
"3121","USC00311677","3631S",3631,"S",35.9086,-79.0794
"3122","USC00311820","3540R",3540,"R",35.6408,-78.4633
"3123","USC00311881","3064S",3064,"S",35.0247,-78.2758
"3124","USC00311975","3383S",3383,"S",35.4111,-80.5833
"3125","USC00312102","4246R",4246,"R",35.0592,-83.4314
"3126","USC00312200","4302R",4302,"R",35.3117,-83.1747
"3127","USC00312238","4355R",4355,"R",36.4147,-80.2169
"3128","USC00312500","3304R",3304,"R",35.3247,-78.6881
"3129","USC00312515","3898R",3898,"R",36.0425,-78.9625
"3130","USC00312635","2992S",2992,"S",36.0164,-76.5517
"3131","USC00312719","3079R",3079,"R",36.3097,-76.205
"3132","USC00312732","2918R",2918,"R",34.6044,-78.6481
"3133","USC00313017","3142S",3142,"S",35.0583,-78.8583
"3134","USC00313101","4365R",4365,"R",35.45,-82.4833
"3135","USC00313106","4469R",4469,"R",35.4267,-82.5575
"3136","USC00313150","3675R",3675,"R",35.2653,-81.9311
"3137","USC00313228","4520S",4520,"S",35.1803,-83.3928
"3138","USC00313356","3305R",3305,"R",35.2656,-81.1433
"3139","USC00313565","6794R",6794,"R",36.0956,-81.8311
"3140","USC00313638","3047S",3047,"S",35.64,-77.3983
"3141","USC00313784","3125R",3125,"R",34.8872,-79.6922
"3142","USC00313969","4156R",4156,"R",36.3481,-78.4119
"3143","USC00313976","4106R",4106,"R",35.3297,-82.4492
"3144","USC00314055","5136S",5136,"S",35.0567,-83.1983
"3145","USC00314063","3258S",3258,"S",35.9672,-79.9722
"3146","USC00314144","3194R",3194,"R",34.8358,-77.3031
"3147","USC00314260","3955R",3955,"R",35.895,-82.8311
"3148","USC00314456","3744R",3744,"R",36.3967,-77.4239
"3149","USC00314464","3387S",3387,"S",35.1858,-79.6772
"3150","USC00314496","5604S",5604,"S",36.4161,-81.4286
"3151","USC00314684","3213R",3213,"R",35.1967,-77.5433
"3152","USC00314689","2500R",2500,"R",35.2975,-77.5722
"3153","USC00314788","4920R",4920,"R",35.115,-82.9567
"3154","USC00314860","2864S",2864,"S",34.7508,-79.4664
"3155","USC00314938","3903S",3903,"S",35.915,-81.5378
"3156","USC00314962","3373R",3373,"R",36.1325,-77.1708
"3157","USC00314970","3567S",3567,"S",35.8458,-80.2597
"3158","USC00314996","3521C",3521,"C",35.4606,-81.3289
"3159","USC00315116","2727S",2727,"S",34.0103,-78.545
"3160","USC00315123","3814S",3814,"S",36.1028,-78.3039
"3161","USC00315177","2942R",2942,"R",34.6269,-79.025
"3162","USC00315340","3892R",3892,"R",35.6631,-82.0292
"3163","USC00315356","4756S",4756,"S",35.8036,-82.6658
"3164","USC00315743","4134S",4134,"S",35.8439,-80.4972
"3165","USC00315771","3231C",3231,"C",34.9797,-80.5233
"3166","USC00315830","2369R",2369,"R",34.7336,-76.7358
"3167","USC00315838","3952R",3952,"R",35.7297,-81.6728
"3168","USC00315890","4533S",4533,"S",36.4992,-80.6508
"3169","USC00315923","8179S",8179,"S",35.7586,-82.2711
"3170","USC00315996","3794R",3794,"R",36.4522,-77.0803
"3171","USC00316001","4079R",4079,"R",35.0961,-84.0239
"3172","USC00316256","4242S",4242,"S",36.1631,-81.1494
"3173","USC00316341","4554S",4554,"S",35.5261,-83.3089
"3174","USC00316349","2687R",2687,"R",35.1075,-75.9872
"3175","USC00316507","4004R",4004,"R",36.3,-78.6167
"3176","USC00316510","3720R",3720,"R",36.3022,-78.6108
"3177","USC00316805","4344R",4344,"R",35.2719,-82.6475
"3178","USC00316853","2886S",2886,"S",35.8722,-76.6592
"3179","USC00317056","3359R",3359,"R",34.9869,-79.2189
"3180","USC00317074","3091S",3091,"S",35.7294,-78.6839
"3181","USC00317079","3294R",3294,"R",35.7944,-78.6989
"3182","USC00317202","3870S",3870,"S",36.3825,-79.6947
"3183","USC00317319","3598R",3598,"R",36.4783,-77.6717
"3184","USC00317516","4117R",4117,"R",36.3464,-78.8858
"3185","USC00317548","4091R",4091,"R",36.2333,-80.3069
"3186","USC00317615","3564S",3564,"S",35.6836,-80.4822
"3187","USC00317618","3939S",3939,"S",35.6967,-80.6228
"3188","USC00317656","3299S",3299,"S",35.5347,-79.0464
"3189","USC00317845","3665R",3665,"R",35.3144,-81.5336
"3190","USC00317924","3605R",3605,"R",35.7606,-79.4622
"3191","USC00317994","3450S",3450,"S",35.5164,-78.3458
"3192","USC00318113","2306R",2306,"R",33.9947,-78.0078
"3193","USC00318292","4356S",4356,"S",35.81,-80.8808
"3194","USC00318448","5442R",5442,"R",35.5733,-82.385
"3195","USC00318492","3801R",3801,"R",35.4478,-83.9389
"3196","USC00318500","3471R",3471,"R",35.8847,-77.5386
"3197","USC00318519","3544R",3544,"R",35.9225,-81.1717
"3198","USC00318694","5898S",5898,"S",36.3919,-81.3039
"3199","USC00318744","3392S",3392,"S",35.2058,-82.2517
"3200","USC00318964","3264S",3264,"S",34.9603,-80.0772
"3201","USC00319081","3401R",3401,"R",35.0128,-78.0044
"3202","USC00319123","3850C",3850,"C",35.7742,-83.0981
"3203","USC00319147","4934S",4934,"S",35.4867,-82.9683
"3204","USC00319357","2927R",2927,"R",34.4094,-78.7914
"3205","USC00319423","2544S",2544,"S",34.6611,-78.0456
"3206","USC00319440","3276S",3276,"S",35.8528,-77.0306
"3207","USC00319467","2692S",2692,"S",34.3208,-77.9206
"3208","USC00319476","3166S",3166,"S",35.6939,-77.9456
"3209","USC00319555","4104S",4104,"S",36.1308,-81.2275
"3210","USC00319675","4233S",4233,"S",36.1306,-80.5481
"3211","USC00319704","3796R",3796,"R",36.3783,-79.2544
"3212","USC00320127","8436R",8436,"R",46.7253,-101.505
"3213","USC00320209","8091R",8091,"R",46.4819,-103.3222
"3214","USC00320382","8778S",8778,"S",46.0406,-99.3742
"3215","USC00320590","8217R",8217,"R",46.9283,-104.0158
"3216","USC00320626","10441R",10441,"R",48.8411,-99.7508
"3217","USC00320766","8432R",8432,"R",47.2622,-101.7906
"3218","USC00320941","9922S",9922,"S",48.8217,-100.4525
"3219","USC00320961","9717R",9717,"R",48.7994,-102.2464
"3220","USC00320995","8519S",8519,"S",46.1825,-103.4061
"3221","USC00321052","8439R",8439,"R",46.3797,-100.9408
"3222","USC00321225","8986R",8986,"R",47.7947,-100.5847
"3223","USC00321360","9512R",9512,"R",47.4494,-99.1294
"3224","USC00321362","9202R",9202,"R",47.5089,-99.1211
"3225","USC00321370","8679R",8679,"R",46.425,-101.5742
"3226","USC00321408","8974R",8974,"R",46.8769,-97.2328
"3227","USC00321435","10007S",10007,"S",48.8628,-97.7014
"3228","USC00321456","8325R",8325,"R",47.0644,-101.2119
"3229","USC00321686","9476R",9476,"R",47.2428,-97.6561
"3230","USC00321766","9618S",9618,"S",47.405,-98.0381
"3231","USC00321871","9136C",9136,"C",48.9075,-103.2944
"3232","USC00322188","8842S",8842,"S",46.8911,-102.8111
"3233","USC00322193","8639S",8639,"S",47.1944,-102.8414
"3234","USC00322304","9497S",9497,"S",48.0475,-100.31
"3235","USC00322365","8762R",8762,"R",47.3464,-102.5867
"3236","USC00322482","8772R",8772,"R",46.3694,-98.7661
"3237","USC00322525","10403S",10403,"S",48.4267,-98.47
"3238","USC00322536","8484R",8484,"R",47.2653,-98.8578
"3239","USC00322605","8584R",8584,"R",46.0108,-98.5261
"3240","USC00322695","8560R",8560,"R",46.6167,-97.6383
"3241","USC00322809","8463S",8463,"S",47.1906,-103.2247
"3242","USC00322949","8918R",8918,"R",47.6456,-99.6219
"3243","USC00323004","8808R",8808,"R",46.4581,-101.2
"3244","USC00323117","8735S",8735,"S",46.0333,-97.595
"3245","USC00323196","9916S",9916,"S",48.9081,-103.8056
"3246","USC00323207","8264R",8264,"R",46.05,-100.6667
"3247","USC00323217","9117R",9117,"R",48.4583,-101.5697
"3248","USC00323287","8565S",8565,"S",46.1581,-98.4
