"","station","htdd","hdd","qual","lat","long"
"1141","USC00112348","6789S",6789,"S",41.8472,-89.5047
"1142","USC00112353","3960R",3960,"R",37.4389,-88.6678
"1143","USC00112483","4515S",4515,"S",37.9878,-89.1931
"1144","USC00112500","6471R",6471,"R",41.1072,-88.4111
"1145","USC00112736","6694R",6694,"R",42.0628,-88.2861
"1146","USC00112745","7135R",7135,"R",42.3161,-90.2269
"1147","USC00112931","4945S",4945,"S",38.3806,-88.3264
"1148","USC00112993","6099R",6099,"R",40.2539,-88.7075
"1149","USC00113106","5070R",5070,"R",38.6786,-88.4797
"1150","USC00113109","4777S",4777,"S",38.7103,-88.5758
"1151","USC00113262","6933S",6933,"S",42.2972,-89.6039
"1152","USC00113290","6449S",6449,"S",41.8978,-90.1544
"1153","USC00113320","6390S",6390,"S",40.9464,-90.3856
"1154","USC00113335","6559S",6559,"S",41.1739,-90.035
"1155","USC00113369","6229R",6229,"R",41.35,-88.4333
"1156","USC00113384","6216S",6216,"S",41.4511,-90.1486
"1157","USC00113413","6080R",6080,"R",40.4731,-88.3653
"1158","USC00113455","6018R",6018,"R",40.8822,-91.0233
"1159","USC00113530","5922R",5922,"R",40.1064,-91.0222
"1160","USC00113580","4273R",4273,"R",37.2036,-89.0422
"1161","USC00113717","5749R",5749,"R",39.7378,-90.7086
"1162","USC00113879","4505R",4505,"R",37.7408,-88.5244
"1163","USC00113940","5727R",5727,"R",40.3031,-90.0656
"1164","USC00114013","6212R",6212,"R",41.2647,-89.3381
"1165","USC00114108","4824S",4824,"S",39.15,-89.4833
"1166","USC00114198","5726S",5726,"S",40.4742,-87.6564
"1167","USC00114400","5089R",5089,"R",38.4931,-88.9703
"1168","USC00114442","5706S",5706,"S",39.7347,-90.1978
"1169","USC00114489","5340S",5340,"S",39.1053,-90.3419
"1170","USC00114530","6151S",6151,"S",41.5033,-88.1028
"1171","USC00114603","6079S",6079,"S",41.1381,-87.8856
"1172","USC00114629","4612R",4612,"R",37.9842,-89.9492
"1173","USC00114710","6615R",6615,"R",41.2428,-89.8997
"1174","USC00114805","5588S",5588,"S",41.0411,-89.4061
"1175","USC00114823","6025R",6025,"R",40.5839,-90.9686
"1176","USC00114837","6717R",6717,"R",42.4308,-88.0594
"1177","USC00114957","4902R",4902,"R",38.7267,-87.69
"1178","USC00115079","5708R",5708,"R",40.1514,-89.3381
"1179","USC00115326","6908R",6908,"R",42.2636,-88.6078
"1180","USC00115342","5121R",5121,"R",37.7747,-88.8981
"1181","USC00115372","6466R",6466,"R",41.3286,-88.7533
"1182","USC00115413","5839R",5839,"R",40.2272,-89.6947
"1183","USC00115430","5313R",5313,"R",39.4725,-88.3544
"1184","USC00115493","7027R",7027,"R",42.3103,-88.2525
"1185","USC00115515","4833R",4833,"R",38.0844,-88.5425
"1186","USC00115712","6194S",6194,"S",40.9125,-89.0342
"1187","USC00115768","5881S",5881,"S",40.9442,-90.6381
"1188","USC00115772","6348R",6348,"R",40.9361,-90.7197
"1189","USC00115825","6156R",6156,"R",41.3708,-88.4336
"1190","USC00115833","6467S",6467,"S",41.8039,-89.9744
"1191","USC00115841","5597S",5597,"S",39.4158,-89.4614
"1192","USC00115888","4712S",4712,"S",38.4106,-87.7578
"1193","USC00115901","6783R",6783,"R",42.0981,-89.9842
"1194","USC00115943","5119S",5119,"S",38.3483,-88.8533
"1195","USC00115950","5505R",5505,"R",39.5878,-89.0158
"1196","USC00115961","6911R",6911,"R",42.2553,-88.0769
"1197","USC00116011","4890S",4890,"S",38.3431,-89.3586
"1198","USC00116080","6091R",6091,"R",41.1922,-91.0578
"1199","USC00116157","5062R",5062,"R",38.9917,-88.1828
"1200","USC00116159","5593R",5593,"R",38.9136,-88.1183
"1201","USC00116200","6193R",6193,"R",40.5492,-88.9497
"1202","USC00116383","4128R",4128,"R",37.1742,-89.3506
"1203","USC00116446","5137S",5137,"S",38.7003,-88.0817
"1204","USC00116526","6120S",6120,"S",41.3283,-88.9106
"1205","USC00116558","4929R",4929,"R",39.0028,-87.6225
"1206","USC00116579","5441R",5441,"R",39.3722,-89.0242
"1207","USC00116610","5614S",5614,"S",39.6186,-87.6672
"1208","USC00116616","6326S",6326,"S",41.4947,-87.6803
"1209","USC00116661","7124R",7124,"R",41.7122,-88.9989
"1210","USC00116663","6293R",6293,"R",40.4547,-88.1417
"1211","USC00116738","5559R",5559,"R",39.8058,-90.8236
"1212","USC00116753","6383S",6383,"S",41.3503,-89.1072
"1213","USC00116819","6064S",6064,"S",40.7569,-88.1828
"1214","USC00116837","5541R",5541,"R",39.6222,-90.8058
"1215","USC00116897","6543R",6543,"R",42.0347,-89.6119
"1216","USC00116910","6132S",6132,"S",40.8853,-88.6389
"1217","USC00116998","6230R",6230,"R",41.3761,-89.4642
"1218","USC00117004","6152S",6152,"S",40.9314,-89.7797
"1219","USC00117077","5417R",5417,"R",39.9058,-91.4281
"1220","USC00117126","5438R",5438,"R",39.1483,-89.1022
"1221","USC00117354","6968S",6968,"S",41.9117,-89.0708
"1222","USC00117391","5879R",5879,"R",41.5181,-90.5647
"1223","USC00117457","6220R",6220,"R",41.6042,-88.085
"1224","USC00117487","4619R",4619,"R",37.4747,-88.4122
"1225","USC00117551","5716R",5716,"R",40.1347,-90.4792
"1226","USC00117636","5063C",5063,"C",38.6453,-88.9461
"1227","USC00117876","5420R",5420,"R",39.4067,-88.7747
"1228","USC00118020","4396S",4396,"S",37.1644,-88.4311
"1229","USC00118147","4873S",4873,"S",38.1167,-89.7167
"1230","USC00118293","6951S",6951,"S",42.4006,-89.9958
"1231","USC00118324","6921R",6921,"R",42.0256,-88.1783
"1232","USC00118389","5736R",5736,"R",39.5608,-88.6067
"1233","USC00118684","5768S",5768,"S",39.795,-88.29
"1234","USC00118740","5869S",5869,"S",40.0839,-88.2403
"1235","USC00118781","5253S",5253,"S",38.9703,-89.0922
"1236","USC00118860","5061S",5061,"S",39.5061,-89.7689
"1237","USC00118916","6615S",6615,"S",41.5519,-89.5989
"1238","USC00119002","4675R",4675,"R",38.3664,-90.1619
"1239","USC00119021","6222S",6222,"S",40.7928,-87.7556
"1240","USC00119029","6708R",6708,"R",42.3492,-87.8828
"1241","USC00119221","6633S",6633,"S",41.8128,-88.0728
"1242","USC00119241","5584S",5584,"S",39.4411,-90.3789
"1243","USC00119331","5516R",5516,"R",39.6319,-90.4572
"1244","USC00119354","5309S",5309,"S",39.4458,-88.5961
"1245","USC00120177","5704S",5704,"S",40.1117,-85.7164
"1246","USC00120200","6826S",6826,"S",41.6397,-84.9897
"1247","USC00120331","6034R",6034,"R",40.2839,-87.1964
"1248","USC00120676","6021S",6021,"S",40.6683,-84.9305
"1249","USC00120784","5285S",5285,"S",39.1742,-86.5214
"1250","USC00120830","6184S",6184,"S",40.7475,-85.1739
"1251","USC00120852","4402R",4402,"R",38.0303,-87.2736
"1252","USC00120858","6393R",6393,"R",40.535,-87.453
"1253","USC00121030","5347S",5347,"S",39.4239,-85.0128
"1254","USC00121229","6251R",6251,"R",39.8667,-85.1833
"1255","USC00121303","5793R",5793,"R",39.9614,-86.0586
"1256","USC00121425","4701R",4701,"R",38.65,-85.7
"1257","USC00121739","6476S",6476,"S",41.1453,-85.4897
"1258","USC00121747","5273S",5273,"S",39.1661,-85.9228
"1259","USC00121869","4668R",4668,"R",38.8725,-86.835
"1260","USC00121873","6233R",6233,"R",40.0028,-86.8011
"1261","USC00122149","5847S",5847,"S",40.615,-86.6661
"1262","USC00122309","5003S",5003,"S",38.4558,-86.6983
"1263","USC00122638","5986S",5986,"S",40.2872,-85.8453
"1264","USC00122660","4679R",4679,"R",38.2789,-86.4683
"1265","USC00122731","3736R",3736,"R",37.9647,-87.5783
"1266","USC00122825","6099C",6099,"C",40.2539,-85.1483
"1267","USC00123082","5854S",5854,"S",40.2986,-86.5067
"1268","USC00123104","5185S",5185,"S",38.8672,-87.3083
"1269","USC00123207","6256R",6256,"R",41.3367,-85.1197
"1270","USC00123418","6189S",6189,"S",41.5575,-85.8825
"1271","USC00123513","5920S",5920,"S",39.6439,-86.8767
"1272","USC00123527","5764S",5764,"S",39.7858,-85.7611
"1273","USC00123547","5333C",5333,"C",39.3475,-85.4892
"1274","USC00123777","5961R",5961,"R",40.4356,-85.2892
"1275","USC00124008","6299R",6299,"R",41.5422,-87.2881
"1276","USC00124181","6140S",6140,"S",40.8556,-85.4981
"1277","USC00124244","6266R",6266,"R",41.6317,-87.0881
"1278","USC00124272","5776S",5776,"S",39.7164,-86.0678
"1279","USC00124356","5954R",5954,"R",39.9233,-86.5983
"1280","USC00124527","6024R",6024,"R",40.7592,-87.4353
"1281","USC00124550","6293R",6293,"R",41.0833,-86.5167
"1282","USC00124662","6231S",6231,"S",40.4583,-86.1758
"1283","USC00124715","5939S",5939,"S",40.2964,-86.9028
"1284","USC00124730","6595R",6595,"R",41.6292,-85.4142
"1285","USC00124782","6622R",6622,"R",41.5269,-86.2692
"1286","USC00124837","6185S",6185,"S",41.6117,-86.7297
"1287","USC00125117","6130R",6130,"R",40.7478,-86.3878
"1288","USC00125174","6425C",6425,"C",41.2647,-87.4178
"1289","USC00125237","4642S",4642,"S",38.7369,-85.3942
"1290","USC00125337","6020S",6020,"S",40.58,-85.6586
"1291","USC00125407","5804S",5804,"S",39.4039,-86.453
"1292","USC00125658","5816R",5816,"R",39.1619,-85.0517
"1293","USC00126001","4374S",4374,"S",37.9286,-87.8956
"1294","USC00126164","6007S",6007,"S",39.8942,-85.3953
"1295","USC00126304","5690R",5690,"R",39.55,-86.1
"1296","USC00126435","4835R",4835,"R",39.0017,-85.5997
"1297","USC00126506","5869R",5869,"R",39.9,-85.9833
"1298","USC00126580","5357S",5357,"S",38.8894,-86.5519
"1299","USC00126705","5197S",5197,"S",38.5556,-86.4858
"1300","USC00126830","5668R",5668,"R",40.0739,-87.5067
"1301","USC00126872","5209R",5209,"R",38.465,-87.2658
"1302","USC00126989","6466R",6466,"R",41.3392,-86.3358
"1303","USC00127069","6144R",6144,"R",40.4175,-84.9925
"1304","USC00127102","6504R",6504,"R",41.64,-85.1967
"1305","USC00127125","4908S",4908,"S",38.3567,-87.5906
"1306","USC00127298","6216S",6216,"S",40.9356,-87.1564
"1307","USC00127370","5697S",5697,"S",39.8544,-84.8778
"1308","USC00127482","6319R",6319,"R",41.0664,-86.2097
"1309","USC00127522","5283S",5283,"S",39.7594,-87.2269
"1310","USC00127646","5737C",5737,"C",39.6042,-85.4528
"1311","USC00127724","4307S",4307,"S",38.1642,-86.8094
"1312","USC00127755","4736S",4736,"S",38.6158,-86.0856
"1313","USC00127875","5065R",5065,"R",38.6886,-85.785
"1314","USC00127935","5357S",5357,"S",38.9822,-85.8989
"1315","USC00127959","5336R",5336,"R",39.1614,-87.2436
"1316","USC00127999","5552R",5552,"R",39.5283,-85.7914
"1317","USC00128036","5368S",5368,"S",38.5528,-86.7944
"1318","USC00128290","5610S",5610,"S",39.2836,-86.7703
"1319","USC00128698","4148S",4148,"S",37.9531,-86.7747
"1320","USC00128723","5182R",5182,"R",39.4708,-87.4081
"1321","USC00128784","6156R",6156,"R",40.2233,-86.1086
"1322","USC00128999","6116R",6116,"R",41.5114,-87.0378
"1323","USC00129080","4594R",4594,"R",38.7436,-85.0761
"1324","USC00129113","5024S",5024,"S",38.7386,-87.4878
"1325","USC00129138","6225R",6225,"R",40.7869,-85.8208
"1326","USC00129222","6672S",6672,"S",41.4439,-86.9294
"1327","USC00129240","6265S",6265,"S",41.2633,-85.8678
"1328","USC00129253","4506R",4506,"R",38.6489,-87.1989
"1329","USC00129430","6039C",6039,"C",40.475,-86.9919
"1330","USC00129511","6219R",6219,"R",41.1947,-87.0578
"1331","USC00129557","5577S",5577,"S",39.9961,-86.3542
"1332","USC00129670","6284S",6284,"S",41.0267,-86.5867
"1333","USC00129678","6048S",6048,"S",40.1714,-84.9208
"1334","USC00129905","6113R",6113,"R",40.5614,-86.3425
"1335","USC00130112","6375S",6375,"S",41.0656,-92.7867
"1336","USC00130133","7764R",7764,"R",43.0683,-94.3053
"1337","USC00130149","6383R",6383,"R",40.7042,-93.3697
"1338","USC00130157","7362S",7362,"S",42.7536,-92.8022
"1339","USC00130200","6554S",6554,"S",42.0208,-93.7742
"1340","USC00130203","6961R",6961,"R",41.9519,-93.5656
"1341","USC00130213","7185S",7185,"S",42.1117,-91.2933
"1342","USC00130241","6587S",6587,"S",41.7183,-93.5742
"1343","USC00130364","6772S",6772,"S",41.4175,-95.0039
"1344","USC00130385","7078S",7078,"S",41.7069,-94.9222
"1345","USC00130536","6504S",6504,"S",40.8236,-94.0475
"1346","USC00130576","6364S",6364,"S",40.6742,-94.7244
"1347","USC00130600","7046S",7046,"S",41.8814,-92.2764
"1348","USC00130608","6849S",6849,"S",42.2614,-90.4233
"1349","USC00130753","6169S",6169,"S",40.7597,-92.4394
"1350","USC00130807","7048S",7048,"S",42.0417,-93.8906
"1351","USC00130923","7836S",7836,"S",43.1017,-93.8014
"1352","USC00131060","6057S",6057,"S",40.7747,-91.1164
"1353","USC00131233","7087C",7087,"C",42.065,-94.85
"1354","USC00131257","7179S",7179,"S",42.2989,-90.9983
"1355","USC00131277","6993S",6993,"S",42.0633,-95.8364
"1356","USC00131319","6304C",6304,"C",42.05,-91.5881
"1357","USC00131354","6176R",6176,"R",40.7364,-92.8692
"1358","USC00131394","6696S",6696,"S",41.0164,-93.2792
"1359","USC00131402","7350S",7350,"S",43.0775,-92.6714
"1360","USC00131442","7345S",7345,"S",42.7572,-95.5378
"1361","USC00131533","6606R",6606,"R",40.7244,-95.0192
"1362","USC00131541","7361R",7361,"R",42.72,-93.7336
"1363","USC00131635","6203C",6203,"C",41.7947,-90.2639
"1364","USC00131710","7086S",7086,"S",42.0169,-93.3189
"1365","USC00131731","6505S",6505,"S",41.2864,-91.3611
"1366","USC00131833","6533R",6533,"R",40.9886,-94.7492
"1367","USC00131954","8121C",8121,"C",43.3894,-92.0939
"1368","USC00131962","6681S",6681,"S",41.0372,-94.3942
"1369","USC00132110","7125S",7125,"S",43.3042,-91.7953
"1370","USC00132171","6681S",6681,"S",42.0364,-95.3289
"1371","USC00132209","6456R",6456,"R",41.7367,-93.7236
"1372","USC00132364","6782S",6782,"S",42.5397,-90.6464
"1373","USC00132573","7290S",7290,"S",42.3619,-93.0989
"1374","USC00132603","7409S",7409,"S",42.7753,-91.4536
"1375","USC00132689","7800S",7800,"S",43.1025,-94.6833
"1376","USC00132724","7859S",7859,"S",43.4036,-94.7472
"1377","USC00132789","5828C",5828,"C",41.0211,-91.9553
"1378","USC00132864","7622S",7622,"S",42.8503,-91.8158
"1379","USC00132977","7740S",7740,"S",43.2844,-93.6306
"1380","USC00132999","7297S",7297,"S",42.5836,-94.2006
"1381","USC00133007","5588C",5588,"C",40.6211,-91.3261
"1382","USC00133290","6272S",6272,"S",41.0097,-95.7736
"1383","USC00133438","6153S",6153,"S",41.2981,-94.4561
"1384","USC00133473","7132C",7132,"C",41.7203,-92.7489
"1385","USC00133487","7295C",7295,"C",42.3647,-92.7594
"1386","USC00133509","6898S",6898,"S",41.6686,-94.4972
"1387","USC00133517","6717S",6717,"S",42.7858,-91.0958
"1388","USC00133584","7468S",7468,"S",42.7561,-93.2011
"1389","USC00133632","6880R",6880,"R",41.6783,-95.3247
"1390","USC00133718","7435S",7435,"S",43.0031,-96.485
"1391","USC00133980","7477R",7477,"R",42.7197,-94.2203
"1392","USC00133985","7140R",7140,"R",42.7181,-94.2689
"1393","USC00134038","7185R",7185,"R",42.3942,-95.515
"1394","USC00134049","7371S",7371,"S",42.5269,-91.8781
"1395","USC00134063","6527S",6527,"S",41.3656,-93.6481
"1396","USC00134101","6050S",6050,"S",41.6092,-91.505
"1397","USC00134142","7355S",7355,"S",42.5189,-93.2536
"1398","USC00134228","6884S",6884,"S",42.0347,-94.4114
"1399","USC00134381","5723S",5723,"S",40.3967,-91.375
"1400","USC00134389","5851S",5851,"S",40.7308,-91.9608
"1401","USC00134502","6376S",6376,"S",41.3247,-93.1008
"1402","USC00134561","7412C",7412,"C",43.4483,-95.3247
"1403","USC00134585","6193S",6193,"S",40.6233,-93.9508
"1404","USC00134705","6213S",6213,"S",41.5697,-90.3956
"1405","USC00134735","7322S",7322,"S",42.7817,-96.1458
"1406","USC00134758","6506S",6506,"S",40.7244,-93.6453
"1407","USC00134894","6733S",6733,"S",41.6381,-95.7883
"1408","USC00135086","7452S",7452,"S",42.4733,-91.4517
"1409","USC00135123","7087S",7087,"S",42.1619,-95.7836
"1410","USC00135131","7271S",7271,"S",42.0494,-90.7489
"1411","USC00135198","7109S",7109,"S",42.0647,-92.9244
"1412","USC00135230","7789S",7789,"S",43.1631,-93.1953
"1413","USC00135493","7874S",7874,"S",43.3828,-95.1842
"1414","USC00135769","6498S",6498,"S",40.7053,-94.2428
"1415","USC00135796","5845S",5845,"S",40.9486,-91.5647
"1416","USC00135837","5930S",5930,"S",41.4075,-91.0725
"1417","USC00135844","6134R",6134,"R",41.4714,-91.0464
"1418","USC00135952","7860S",7860,"S",43.0453,-92.3122
"1419","USC00135992","6887S",6887,"S",41.7117,-93.0297
"1420","USC00136103","8055S",8055,"S",43.4386,-93.2253
"1421","USC00136151","6585R",6585,"R",41.3044,-95.3844
"1422","USC00136200","7508R",7508,"R",42.6467,-91.9131
"1423","USC00136243","6864S",6864,"S",42.0697,-96.1258
"1424","USC00136305","7731S",7731,"S",43.2794,-92.8106
"1425","USC00136316","6516R",6516,"R",41.0194,-93.7503
"1426","USC00136327","6623S",6623,"S",41.3214,-92.6467
"1427","USC00136566","6921C",6921,"C",41.8394,-94.1106
"1428","USC00136719","7371S",7371,"S",42.7292,-94.6614
"1429","USC00136766","6997R",6997,"R",43.09,-91.5581
"1430","USC00136800","7028S",7028,"S",43.0864,-95.6292
"1431","USC00136910","6245R",6245,"R",40.825,-92.8925
"1432","USC00136940","6308S",6308,"S",41.0036,-95.2419
"1433","USC00137147","7746S",7746,"S",43.43,-96.1686
"1434","USC00137161","7308S",7308,"S",42.3969,-94.6292
"1435","USC00137312","7480S",7480,"S",42.4194,-94.9761
"1436","USC00137386","7834S",7834,"S",43.1792,-95.6603
"1437","USC00137594","8123S",8123,"S",43.1808,-95.8528
"1438","USC00137613","6077S",6077,"S",40.7672,-95.38
"1439","USC00137664","8002S",8002,"S",43.4403,-95.7225
"1440","USC00137669","6102S",6102,"S",40.7453,-95.6422
"1441","USC00137678","6570S",6570,"S",41.3328,-92.1975
"1442","USC00137700","6955C",6955,"C",43.0558,-96.1525
"1443","USC00137726","7404S",7404,"S",42.8931,-95.0653
"1444","USC00137844","7630S",7630,"S",43.1653,-95.1467
"1445","USC00137859","7524R",7524,"R",43.4231,-95.1394
"1446","USC00137979","7272S",7272,"S",42.6347,-95.1694
"1447","USC00138026","7964R",7964,"R",43.4022,-94.3831
"1448","USC00138266","6653S",6653,"S",41.7797,-91.1269
"1449","USC00138296","7124S",7124,"S",42.0356,-92.5806
"1450","USC00138339","7514R",7514,"R",42.8125,-92.2575
"1451","USC00138568","6703S",6703,"S",42.1703,-92.0078
"1452","USC00138688","6553S",6553,"S",41.2828,-91.7067
"1453","USC00138755","7662R",7662,"R",43.2742,-91.4711
"1454","USC00138806","7288S",7288,"S",42.4686,-93.7972
"1455","USC00139067","6893S",6893,"S",41.6403,-91.9783
"1456","USC00139132","6709R",6709,"R",41.3561,-94.0128
"1457","USC00140010","4724S",4724,"S",38.9267,-97.2128
"1458","USC00140201","5658R",5658,"R",39.4767,-98.9714
"1459","USC00140365","4858S",4858,"S",37.1942,-99.7633
"1460","USC00140405","5382S",5382,"S",39.5756,-95.1108
"1461","USC00140439","5890S",5890,"S",39.7997,-101.0422
"1462","USC00140682","5623S",5623,"S",39.8183,-97.6375
"1463","USC00140693","5417R",5417,"R",39.4575,-98.1125
"1464","USC00140800","4735R",4735,"R",37.5333,-101.5667
"1465","USC00140865","5464R",5464,"R",38.5636,-99.235
"1466","USC00141029","6237R",6237,"R",39.3686,-101.4467
"1467","USC00141068","5459R",5459,"R",38.6689,-99.7883
"1468","USC00141351","5252S",5252,"S",38.0325,-96.6797
"1469","USC00141383","5471S",5471,"S",38.7978,-99.7231
"1470","USC00141408","5914R",5914,"R",39.7242,-96.1258
"1471","USC00141428","4529R",4529,"R",37.6769,-95.4472
"1472","USC00141522","5140S",5140,"S",37.8131,-100.3456
"1473","USC00141559","5420S",5420,"S",39.3739,-97.1275
"1474","USC00141612","5259S",5259,"S",38.9408,-95.3397
"1475","USC00141699","5943S",5943,"S",39.3925,-101.0689
"1476","USC00141704","4176S",4176,"S",37.2706,-99.3272
"1477","USC00141740","4328S",4328,"S",37.1764,-94.8397
"1478","USC00141858","5055S",5055,"S",38.3703,-96.5483
"1479","USC00141867","5273S",5273,"S",38.6758,-96.5097
"1480","USC00142401","4809R",4809,"R",37.8183,-96.8444
"1481","USC00142430","4348R",4348,"R",37.2775,-95.7769
"1482","USC00142432","4617S",4617,"S",37.0058,-101.8867
"1483","USC00142459","5445R",5445,"R",38.7278,-98.2267
"1484","USC00142548","5180S",5180,"S",38.4294,-96.2189
"1485","USC00142602","5628R",5628,"R",38.8592,-96.1058
"1486","USC00142622","4999R",4999,"R",37.8253,-96.2644
"1487","USC00142686","4637R",4637,"R",37.6475,-96.0781
"1488","USC00142773","5028S",5028,"S",38.2422,-96.9242
"1489","USC00142835","4575S",4575,"S",37.8428,-94.7086
"1490","USC00142894","4690R",4690,"R",37.5292,-95.8144
"1491","USC00142980","5358S",5358,"S",37.9931,-100.8122
"1492","USC00143008","4947R",4947,"R",38.28,-95.2178
"1493","USC00143074","4533S",4533,"S",37.5081,-94.8392
"1494","USC00143100","5523R",5523,"R",39.5039,-98.315
"1495","USC00143218","4556S",4556,"S",38.3758,-98.7803
"1496","USC00143239","5180R",5180,"R",37.6025,-99.3022
"1497","USC00143527","5394S",5394,"S",38.8586,-99.3358
"1498","USC00143545","4650R",4650,"R",37.5194,-97.3142
"1499","USC00143554","5420S",5420,"S",38.6003,-100.6197
"1500","USC00143594","5323S",5323,"S",38.6656,-96.9494
"1501","USC00143665","5692R",5692,"R",39.3617,-99.8278
"1502","USC00143686","5006R",5006,"R",38.6644,-94.89
"1503","USC00143759","5742R",5742,"R",39.4578,-95.755
"1504","USC00143810","5421R",5421,"R",39.6678,-95.52
"1505","USC00143822","4692S",4692,"S",37.4603,-96.2869
"1506","USC00143837","5944S",5944,"S",39.3533,-100.4397
"1507","USC00143847","4533S",4533,"S",38.1042,-98.6592
"1508","USC00143855","4853R",4853,"R",37.1644,-101.3397
"1509","USC00143867","4796R",4796,"R",37.8117,-95.4456
"1510","USC00143929","5077R",5077,"R",38.09,-97.9125
"1511","USC00143930","5071S",5071,"S",37.9311,-98.0297
"1512","USC00143954","4337S",4337,"S",37.2364,-95.7003
"1513","USC00143984","4835S",4835,"S",37.9233,-95.4242
"1514","USC00144087","5382R",5382,"R",38.1964,-99.9181
"1515","USC00144104","5069R",5069,"R",38.2547,-95.75
"1516","USC00144114","4929R",4929,"R",37.5669,-101.7508
"1517","USC00144178","5276S",5276,"S",38.6078,-97.9597
"1518","USC00144313","4844R",4844,"R",37.6361,-98.1136
"1519","USC00144333","4887R",4887,"R",37.9283,-99.3656
"1520","USC00144357","5887R",5887,"R",39.6619,-99.1228
"1521","USC00144464","5115S",5115,"S",37.9411,-101.2492
"1522","USC00144530","5041R",5041,"R",38.1817,-99.0994
"1523","USC00144559","5239R",5239,"R",38.9583,-95.2514
"1524","USC00144588","5061R",5061,"R",39.3256,-94.9189
"1525","USC00144665","5737R",5737,"R",38.4794,-101.3658
"1526","USC00144695","4691S",4691,"S",37.0222,-100.9294
"1527","USC00144712","5536R",5536,"R",39.0294,-98.13
"1528","USC00144857","5838S",5838,"S",39.9,-98.0256
"1529","USC00144972","5156S",5156,"S",39.1972,-96.5814
"1530","USC00144982","5940R",5940,"R",39.7889,-98.2039
"1531","USC00145039","5117S",5117,"S",38.3778,-97.0753
"1532","USC00145063","5585S",5585,"S",39.8383,-96.6364
"1533","USC00145127","5906R",5906,"R",39.7844,-101.3686
"1534","USC00145152","5100R",5100,"R",38.3772,-97.6097
"1535","USC00145171","4715R",4715,"R",37.285,-100.345
"1536","USC00145173","4273R",4273,"R",37.2767,-98.58
"1537","USC00145210","5064R",5064,"R",38.5039,-95.7036
"1538","USC00145306","5236S",5236,"S",39.0744,-96.8983
"1539","USC00145363","5221R",5221,"R",39.1247,-97.7047
"1540","USC00145421","5190R",5190,"R",37.5922,-100.4389
"1541","USC00145528","5091S",5091,"S",38.1433,-94.8233
"1542","USC00145536","4701S",4701,"S",37.1872,-95.4508
"1543","USC00145692","5433R",5433,"R",38.4478,-99.91
"1544","USC00145744","4988S",4988,"S",38.0344,-97.3431
"1545","USC00145852","5964R",5964,"R",39.8114,-99.9386
"1546","USC00145856","5640S",5640,"S",39.7411,-99.8361
"1547","USC00145870","4603R",4603,"R",37.455,-97.8486
"1548","USC00145888","5912S",5912,"S",39.1131,-100.9447
"1549","USC00145906","6010R",6010,"R",39.8183,-100.5331
"1550","USC00145972","5079S",5079,"S",38.8875,-94.7603
"1551","USC00146100","5553S",5553,"S",39.2419,-95.2725
"1552","USC00146128","5068S",5068,"S",38.6133,-95.2808
"1553","USC00146209","5063S",5063,"S",38.5911,-94.8778
"1554","USC00146242","4632S",4632,"S",37.3678,-95.2892
"1555","USC00146333","5516S",5516,"S",39.1172,-95.4097
"1556","USC00146374","5622R",5622,"R",39.7394,-99.3186
"1557","USC00146378","5607R",5607,"R",39.7433,-99.3158
"1558","USC00146435","5720R",5720,"R",39.245,-99.3808
"1559","USC00146498","5168R",5168,"R",38.645,-95.5661
"1560","USC00146549","5003R",5003,"R",37.6456,-98.7281
"1561","USC00146637","5626S",5626,"S",39.0664,-100.2394
"1562","USC00146808","5257S",5257,"S",37.2633,-101.7886
"1563","USC00147049","5828R",5828,"R",38.9117,-101.1711
"1564","USC00147050","5734R",5734,"R",38.9617,-101.1664
"1565","USC00147093","5862S",5862,"S",39.7675,-101.8067
"1566","USC00147271","5662R",5662,"R",38.4819,-100.9189
"1567","USC00147305","4361S",4361,"S",37.1317,-96.1861
"1568","USC00147397","5673C",5673,"C",38.8961,-101.7514
"1569","USC00147534","4767R",4767,"R",37.5339,-96.8814
"1570","USC00147542","5591S",5591,"S",39.7772,-98.7783
"1571","USC00147551","5234R",5234,"R",38.7431,-97.6678
"1572","USC00147796","5063S",5063,"S",38.2144,-98.2078
"1573","USC00147922","4599R",4599,"R",37.4414,-100.9792
"1574","USC00148038","5068S",5068,"S",37.9928,-101.7417
"1575","USC00148191","4712R",4712,"R",37.7417,-95.9333
"1576","USC00148235","5624S",5624,"S",38.4661,-101.7758
"1577","USC00148240","5676R",5676,"R",38.655,-101.6961
"1578","USC00148250","5584S",5584,"S",39.8283,-95.0881
"1579","USC00148259","5524S",5524,"S",39.2475,-96.5994
"1580","USC00148287","5336S",5336,"S",37.5983,-101.2908
"1581","USC00148495","5315S",5315,"S",39.0297,-99.8831
"1582","USC00148563","5414R",5414,"R",39.2142,-96.3703
"1583","USC00148578","5623S",5623,"S",39.8089,-97.055
"1584","USC00148648","5324R",5324,"R",39.4031,-99.4192
"1585","USC00148670","4598S",4598,"S",37.2778,-97.4097
"1586","USC00148914","4984R",4984,"R",37.1317,-99.0558
"1587","USC00148946","5194S",5194,"S",38.9667,-98.4889
"1588","USC00148964","4804S",4804,"S",37.2889,-96.9408
"1589","USC00148988","5606R",5606,"R",39.0589,-101.2439
"1590","USC00149080","4917S",4917,"S",37.8728,-95.7247
"1591","USC00150254","5223S",5223,"S",38.4536,-82.6131
"1592","USC00150381","4607S",4607,"S",36.8825,-83.8819
